incident_number,incident_summary,true_location,llama3_8b_pred,mistral_7b_pred,mixtral_8x7b_pred,flan_t5_xl_pred,gpt4o_mini_pred,gemini_flash_pred
809041501,A Constable of CoBRA was injured in an encounter with CPI-Maoist cadres under Baresarh Police Station limits in Latehar District. Acting on intelligence inputs that a group of Maoists led by its top leader Arvindji have gathered in the area State Police with CoBRA troopers undertook the anti-Maoist operation in Budha forest region.,"state: Jharkhand, district: Latehar, other_locations: Baresarh Police Station","state: Jharkhand, district: Latehar, village: Baresarh, other_locations: Budha forest region. Explanation: The incident occurred in Latehar District","state: Jharkhand, district: Latehar, village: Not mentioned, other_locations: Budha forest region.","state: Jharkhand, district: Latehar, village: Budha forest region","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Latehar, other_locations: Baresarh",
309041501,"An Assistant Commandant of the CRPF, identified as B. K. Malik, was critically injured in an attack by the CPI-Maoist cadres at a market place at Palnar village in Dantewada District where the CRPF's 111th battalion was stationed. The injured officer is the Company Commander of the battalion.","state: Chhattisgarh, district: Dantewada, village: Palnar","state: Chhattisgarh, district: Dantewada, village: Palnar, other_locations: market place","state: Chhattisgarh, district: Dantewada, village: Palnar, other_locations: CRPF's 111th battalion.","state: Chhattisgarh, district: Dantewada, village: Palnar","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Dantewada, village: Palnar",
101071201,Around 50 Maoists belonging to the Korukonda Dalam and their sympathisers of the CPI-Maoist blasted the Forest Department Office and check-post at Lothugedda in Vishakhapatnam District to make their presence felt in the region.,"state: Andhra Pradesh, district: Visakhapatnam, village: Lothugedda","state: Andhra Pradesh, other_locations: Forest Department Office and check-post. (Note: Korukonda Dalam is not a location","state: Andhra Pradesh, district: Vishakhapatnam, village: Lothugedda, other_locations: """"","state: Andhra Pradesh, district: Vishakhapatnam, village: Lothugedda","state: name>, district: name>, village: name>, other_locations: name>","state: Andhra Pradesh, district: Vishakhapatnam, village: Lothugedda",
1409051502,"Three Maoists, including two carrying rewards on them, surrendered before Malkangiri SP Mitrabhanu Mohapatra. The surrendered Maoists were Muka Kunjami (35), Mukund Sodi (30) and Budra Kunjami (32). The Government of Odisha had declared a reward of INR 100,000 each for capture of Muka and Mukund. All these surrendered Maoists were members of Podia LOS of Malkangiri division under AOBSZC of the CPI-Maoist.","state: Odisha, district: Malkangiri","state: Odisha, district: Malkangiri, village: Podia, other_locations: AOBSZC of the CPI-Maoist","state: Odisha, district: Malkangiri, village: Not mentioned, other_locations: Podia LOS of Malkangiri division under AOBSZC of the CPI-Maoist.","state: Odisha, district: Malkangiri, village: Podia LOS, other_locations: AOBSZC of the CPI-Maoist","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, other_locations: Podia LOS",
109051501,"Hours after the exchange of fire between the SFs and the CPI-Maoist cadres at Siribala village under G.K. Veedhi administrative unit in Visakhapatnam District of on September 4, SFs forces found some explosive materials and other items at the site. The seized items included two land mines, plastic sheets, 303 rifle, wire bundles, five rounds of bullets, three knives, two kit bags, Hindi to Telugu translation papers for leaflets and medicines.","state: Andhra Pradesh, district: Visakhapatnam, village: Siribala, other_locations: G.K. Veedhi","district: Visakhapatnam, village: Siribala, other_locations: Earth","state: Andhra Pradesh, district: Visakhapatnam, village: Siribala, other_locations: G.K. Veedhi administrative unit.","state: Andhra Pradesh, district: Visakhapatnam, village: Siribala, other_locations: G.K. Veedhi","state: name>, district: name>, village: name>, other_locations: name>","state: Andhra Pradesh, district: Visakhapatnam, village: Siribala, other_locations: G.K. Veedhi",
1409051501,"CPI-Maoist cadres shot dead the son of the Sarpanch of Madkapadar panchayat under Khairput Police Station limits in Malkangiri District suspecting him to be a Police informer. Sources said a group of about 20 armed Maoists and their supporters stormed Madkapadar village around midnight and took away Dambru Sisha (35), son of Sarpanch Sukhdei Sisha, from his house at gun-point to nearby forest.","state: Odisha, district: Malkangiri, village: Madkapadar, other_locations: Khairput Police Station",state: Malkangiri (Malkangiri is the name of the district,"state: Malkangiri, district: Malkangiri, village: Madkapadar, other_locations: Khairput Police Station limits.","district: Malkangiri, village: Madkapadar","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, village: Madkapadar",
309051501,"Auxiliary Constable of Chhattisgarh Police, identified as Pila Das, who was abducted by the CPI-Maoist cadres on August 31, was found dead in Sukma District. Das had joined the ant-Maoist militia Salwa Judum as a Special Police Officer in 2006 and was active in anti-Maoist operations in Bastar.","state: Chhattisgarh, district: Sukma","district: Sukma, other_locations: Bastar. Explanation: The incident occurred in the state of Chhattisgarh. The district where the incident occurred is Sukma. The village is not mentioned. The other locations mentioned","state: Chhattisgarh, district: Sukma, village: Not mentioned, other_locations: Bastar.","state: Chhattisgarh, district: Sukma, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, other_locations: Bastar",
809061501,"A 25-year-old member of the PLFI, who was wanted in the March 30 Patna apartment blast case, was arrested from a hospital in Ranchi, the capital city of Jharkhand. Investigating officers believe that Sonu was mastermind of the blast.","state: Jharkhand, district: Ranchi, other_locations: Ranchi, the capital city of Jharkhand","state: Jharkhand, district: Ranchi","state: Jharkhand, district: Not Mentioned, village: Not Mentioned, other_locations: Ranchi.","state: Jharkhand, district: Ranchi, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Ranchi, other_locations: hospital",
309061503,"Five Maoists, including two women, surrendered in Bijapur District. The cadres were identified as Ramesh Wacham (25), Pidoram Wekko (19), Raju Lekam (22), Laxmi Madkam (22) and Chinni Oyam (25). Pidoram was a member military platoon no 13 and carried a reward of INR 200000 on his head. Ramesh was the 'commander' of Toynar 'Janmilitia' group, Raju was deployed a local guerrilla squad 'member' in Andwada of Narayanpur District. Similarly, Laxmi was part of the national park LGS after joining the movement last year. The trio were carrying a reward of INR 100000 each on their heads.","state: Chhattisgarh, district: Bijapur","district: Bijapur, other_locations: Narayanpur","state: Chhattisgarh, district: Bijapur, village: Not mentioned, other_locations: Narayanpur District","state: Chhattisgarh, district: Bijapur, village: not mentioned, other_locations: Narayanpur District","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur, other_locations: Andwada",
309061502,"A Maoist, identified as Somaru Kadti, was arrested at Cherli village under Mirtur Police Station limits in Bijapur District. A muzzle loading gun, an arrow bomb, a pair of bow-arrow, axe and other Maoist-related materials were recovered from his possession.","state: Chhattisgarh, district: Bijapur, village: Cherli, other_locations: Mirtur Police Station","state: Karnataka, district: Bijapur, village: Cherli, other_locations: Mirtur Police Station","state: Chhattisgarh, district: Bijapur, village: Cherli, other_locations: Mirtur Police Station.","state: Chhattisgarh, district: Bijapur, village: Cherli, other_locations: Mirtur Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur, village: Cherli, other_locations: Mirtur Police Station",
309061501,Five CPI-Maoist cadres were arrested and weapons recovered from them after a brief exchange of fire near Sonhat village under Raghunathnagar Police Station limits in Balrampur District.,"state: Chhattisgarh, district: Balrampur, village: Sonhat, other_locations: Raghunathnagar Police Station","state: Bihar, district: Balrampur, village: Sonhat, other_locations: Raghunathnagar Police Station","state: Balrampur, district: Balrampur, village: Sonhat, other_locations: Raghunathnagar Police Station.","state: Chhattisgarh, district: Balrampur, village: Sonhat, other_locations: Raghunathnagar Police Station limits.","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Balrampur, village: Sonhat, other_locations: Raghunathnagar Police Station",
209061501,"Three CPI-Maoist cadres were arrested with a haul of arms from a hideout near Ghogha locality in Arwal District. Acting on a tip off, the Police raided the hideout and apprehended the Maoists, one of whom is identified as Rajnish Sharma alias Panditjee, DSP Santosh Kumar Rai said. A country-made carbine, one rifle and six rounds of cartridge were recovered from the Maoists' possession, he said.","state: Bihar, district: Arwal, village: near Ghogha",state: Bihar - District: Arwal - Village: Ghogha - Other locations: None mentioned,"state: Bihar, district: Arwal, village: Ghogha, other_locations: Not Mentioned","state: Bihar, district: Arwal, village: Ghogha","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Arwal, village: Ghogha",
309071501,"SFs recovered three powerful IEDs suspected to have been planted by the CPI-Maoist in Sukma District. The explosives, packed in steel containers, were found stealthily placed beneath the Kottacheru-Bhejji Road under Behjji Police Station. While one IED weighed 8 kg, the two others were around 5kg each.","state: Chhattisgarh, district: Sukma, village: Kottacheru, other_locations: Bhejji","state: Chhattisgarh, district: Sukma, village: Kottacheru, other_locations: Bhejji Road","state: Chhattisgarh, district: Sukma, village: Not mentioned, other_locations: Kottacheru-Bhejji Road","state: Chhattisgarh, district: Sukma, village: Kottacheru, other_locations: Bhejji","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, other_locations: Kottacheru-Bhejji Road",
309081502,"Five Maoists were arrested in Sukma District. Acting on a tip-off, the cadres were arrested by a joint team of CRPF and District Force from a mobile check post at Gadiras village. Those arrested have been identified as Bajju Mandavi, Sannu Mandavi, Kamlu Mandavi, Joga Mandavi and Panna Mandavi, all aged between 30 to 50 years, residents of Surnar village in Dantewada District.","state: Chhattisgarh, district: Sukma, village: Gadiras","district: Sukma, village: Gadiras, other_locations: Surnar","state: Chhattisgarh, district: Sukma, village: Gadiras, other_locations: Dantewada District","state: Chhattisgarh, district: Sukma, village: Gadiras, other_locations: Surnar","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, village: Gadiras, other_locations: Surnar",
309081501,"SFs recovered a powerful IED, planted by CP-Maoist cadres, from a village route on the Himoda-Gadra road under Antagarh Police Station limits in Kanker District. Kanker DSP Jayant Vaishnav said the explosive which was packed in a steel container weighed 20 kg.","state: Chhattisgarh, district: Kanker, village: Kottacheru, other_locations: Bhejji ; Behjji Police Station","state: Chhattisgarh, district: Kanker, village: Himoda-Gadra, other_locations: Antagarh Police Station","state: Chhattisgarh, district: Kanker, village: Not mentioned, other_locations: Himoda-Gadra road","state: Chhattisgarh, district: Kanker, village: Himoda-Gadra, other_locations: Antagarh Police Station limits","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kanker, village: Himoda, other_locations: Gadra road",
1409081501,"Four CPI-Maoist militia members and 40 supporters of them from Mathili Police Station area surrendered before Police in Malkangiri District. The surrendered Maoist supporters were from remote Gumkaguda and Intekguda villages of the region. The four Maoist militias, who surrendered were identified as Budra Sodhi, Soma Madhi, Adma Beti and Mangudu Kartami. Two village committee members of Maoists named Ganga Madhi and Tula Kartami were among them. Eighteen women Maoist supporters were also among these surrendered.","state: Odisha, district: Malkangiri, village: Gumkaguda, other_locations: Mathili, Intekguda villages; Mathili Police Station area","state: Odisha, district: Malkangiri, village: Gumkaguda, other_locations: Mathili Police Station","state: Odisha, district: Malkangiri, village: Mathili, other_locations: Gumkaguda","state: Odisha, district: Malkangiri, village: Gumkaguda","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, village: Gumkaguda, other_locations: Intekguda",
209081501,Para-military forces and the District Police engaged in anti-CP-Maoist operation recovered over 400 kg of IEDs planted by the Naxals from the dense forest areas of Lakhisarai District.,"state: Bihar, district: Lakhisarai","state: Bihar, district: Lakhisarai, village: None, other_locations: dense forest areas of Lakhisarai District. Note: - The state is Bihar. - The district is Lakhisarai. - There is no village mentioned. - The other locations are dense","state: Bihar, district: Lakhisarai, village: Not mentioned, other_locations: dense forest areas.","state: Bihar, district: Lakhisarai, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Lakhisarai",
1409091501,"A female CP-Maoist cadre, identified as Sapna alias Niharika (19), surrendered before Rourkela Police of Sundergarh District and CRPF's 19th Battalion. A former 'section commander' of the CPI-Maoist, she was associated with its Saranda Sub-Zonal Committee.","state: Odisha, district: Sundergarh, other_locations: Rourkela Police","district: Sundergarh, other_locations: Saranda Sub-Zonal Committee","state: Odisha, district: Sundergarh, village: Not mentioned, other_locations: Saranda Sub-Zonal Committee.","state: Odisha, district: Sundergarh, village: <not mentioned>, other_locations: Rourkela Police","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Sundergarh, other_locations: Rourkela",
1209091501,Maoists have burnt down a gram panchayat office at Durgapur under Pendhri of Gadchiroli District. The Maoists are believed to be upset over the Police gunning down one of their woman cadres and a section commander during an encounter at Kondakel forest near Phulbodi Gatta on September 3. They also called for a one-day bandh in Dhanora on September 10. The Maoists had put up a banner at Durgapur alleging that the Police murdered their section-commander in a fake encounter.,"state: Maharashtra, district: Gadchiroli, village: Durgapur, other_locations: Dhanora","state: Maharashtra, district: Gadchiroli, village: Durgapur, other_locations: Kondakel forest","state: Maharashtra, district: Gadchiroli, village: Durgapur, other_locations: Pendhri","state: Maharashtra, district: Gadchiroli, village: Durgapur, other_locations: Pendhri","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli, village: Durgapur, other_locations: Dhanora",
309101502,"A Police Constable - Hariram Patra - was injured when a pressure bomb laid by Maoists exploded at Bijapur valley area of Bijapur District. The incident occurred around five km from Bijapur town towards Bhopalpattanam, when a squad of security personnel was patrolling an under-construction road, Bijapur ASP Indira Kalyan Elesela said. Following the blast, the Maoists also opened fire on security personnel.","state: Chhattisgarh, district: Bijapur, village: Bijapur, other_locations: Bhopalpattanam","state: Chhattisgarh, district: Bijapur, village: Bijapur valley, other_locations: Bijapur town","state: Chhattisgarh, district: Bijapur, village: Not mentioned, other_locations: Bijapur valley","state: Chhattisgarh, district: Bijapur, village: <not mentioned>, other_locations: Bijapur valley area","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur, other_locations: Bijapur valley",
1409101501,"129 CPI-Maoist supporters including 35 women, 18 militia members and six village committee members of Terubai village under Podia Police limits in Malkangiri District surrendered before Malkangiri SP Mitrabhanu Mahapatra and 202 CoBRA Deputy Commandant Anand Panwar at the District Police office.","state: Odisha, district: Malkangiri, village: Terubai, other_locations: Podia","state: Odisha, district: Malkangiri, village: Terubai, other_locations: Podia Police limits","state: Malkangiri, district: Malkangiri, village: Terubai, other_locations: Podia Police limits.","state: Odisha, district: Malkangiri, village: Terubai, other_locations: Podia Police limits","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, village: Terubai, other_locations: Podia Police limits",
309101501,"CPI-Maoist cadres killed a former Janpad Panchayat member, identified as Uika Lakhma (45), under Jagargunda Police Station limits in Sukma District.","state: Chhattisgarh, district: Sukma, other_locations: Jagargunda Police Station","district: Sukma, village: Jagargunda, other_locations: CPI-Maoist cadres. Note: - The hierarchy is: state","state: Sukma, district: Not Mentioned, village: Not Mentioned, other_locations: Jagargunda Police Station.","state: Chhattisgarh, district: Sukma, village: Jagargunda","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, village: Jagargunda",
1209101501,CPI-Maoist cadres have set ablaze the Gadchiroli Forest Department's range office and inspection room at Perimili on the Bhamragarh-Alapalli road.,"state: Maharashtra, district: Gadchiroli, village: Perimili, other_locations: Bhamragarh-Alapalli road.","state: Maharashtra, district: Gadchiroli, village: Perimili, other_locations: Bhamragarh-Alapalli road. Explanation: The incident took place in the Gadchiroli district of Maharashtra state. The specific location is Perimili village. The Bhamragar","state: Maharashtra, district: Gadchiroli, village: Perimili, other_locations: Bhamragarh-Alapalli road.","state: Maharashtra, district: Gadchiroli, village: Perimili, other_locations: Bhamragarh-Alapalli road.","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli, village: Perimili, other_locations: Bhamragarh-Alapalli road",
1809101501,"Disillusioned with party ideology and ill-health, CPI-Maoist 'deputy commander' of Eturu Nagaram and Mahadevpur committee Katrevula Lingaiah (24) surrendered in the presence of SP D Joel Davis in Karimnagar District.","state: Telangana, district: Karimnagar, other_locations: Karimnagar, Khammam and Warangal Eturu Nagaram and Mahadevpur area","state: Telangana, district: Karimnagar, village: Eturu Nagaram, other_locations: Mahadevpur","state: Andhra Pradesh, district: Karimnagar, village: Not mentioned, other_locations: Not mentioned.","state: Telangana, district: Karimnagar, village: Eturu Nagaram, other_locations: Mahadevpur committee","state: name>, district: name>, village: name>, other_locations: name>","state: Telangana, district: Karimnagar, other_locations: Eturu Nagaram",
1409111501,"Eleven CPI-Maoist cadres and their 50 supporters surrendered before the Police in Malkangiri District. Those who surrendered were from remote Entaguda, Gumkaguda and Orelguda villages of Kalimela Police Station area.","state: Odisha, district: Malkangiri, village: Entaguda, other_locations: Kalimela, Gumkaguda and Orelguda villages of Kalimela Police Station area","state: Odisha, district: Malkangiri, village: Entaguda","state: Odisha, district: Malkangiri, village: Entaguda","state: Odisha, district: Malkangiri, village: Entaguda","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, village: Entaguda, other_locations: Gumkaguda",
309111501,"CPI-Maoist cadres set a tanker carrying diesel on fire in Bijapur District. Thereafter, traffic movement on the Bijapur-Bhopalpattanm road was affected for several hours. The tanker belonging to one Patil Construction was heading towards Awapalli.","state: Chhattisgarh, district: Bijapur, village: Bijapur, other_locations: Bhopalpattanam","state: Chhattisgarh, district: Bijapur, village: Awapalli, other_locations: Bijapur-Bhopalpattanm road. Explanation: The incident took place in Bijapur District","state: Chhattisgarh, district: Bijapur, village: (not mentioned), other_locations: Awapalli.","state: Chhattisgarh, district: Bijapur, village: Awapalli","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur, village: Awapalli, other_locations: Bijapur-Bhopalpattanm road",
1209121501,"Two CPI-Maoist cadres, identified as Sanjay Shankar Mangu (23) and Rukhmi Shantabai Halami (22), were arrested in Gadchiroli District.","state: Maharashtra, district: Gadchiroli","state: Maharashtra, district: Gadchiroli, village: None, other_locations: None"" Reasoning Skill: Identifying and Extracting Information This question requires the ability to identify and extract relevant information from a given text","state: Maharashtra, district: Gadchiroli, village: Not mentioned, other_locations: Not mentioned.","state: Maharashtra, district: Gadchiroli, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli",
1209121502,"Two Maoists surrendered before Gadchiroli District authorities of Maharashtra. They were identified as Sainath Katia, a 'platoon commander' and Aruna Rukhma Narote (22).","state: Maharashtra, district: Gadchiroli","district: Gadchiroli, other_locations: . Explanation: The incident took place in Gadchiroli District of Maharashtra. The district is the administrative level that is mentioned. The village is not mentioned. The other locations are the state and the district itself.","state: Maharashtra, district: Gadchiroli, village: Not mentioned, other_locations: Not mentioned.","state: Maharashtra, district: Gadchiroli, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli",
309121501,"Police unearthed a CPI-Maoist explosive dump and recovered as many as eight IEDs in Kawardha District. Senior police officials claimed that it was the first ever recovery of any Maoist dump explosives in Chhattisgarh Chief Minister's home District Kawardha which has never witnessed any Maoist incidents. The IEDs were packed in containers and were recovered from a dense forest stretch falling in limits of Rengakhar Police Station, Kawardha SP Rahul Bhagat said.","state: Chhattisgarh, district: Kawardha, other_locations: Kawardha, Rengakhar Police Station","district: Kawardha, village: Rengakhar, other_locations: dense forest stretch","state: Chhattisgarh, district: Kawardha, village: (not mentioned), other_locations: Rengakhar Police Station.","state: Chhattisgarh, district: Kawardha, village: <not mentioned>, other_locations: Rengakhar Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kawardha, other_locations: Rengakhar Police Station",
1209131501,"Branded a ""senior Maoist leader"" by the Maharashtra Police, Maruti Kurwatkar was re-arrested from the main gate of Nagpur central prison by a team of the Gadchiroli District Police when he was walking out of the jail after acquittals in three cases and getting bail in three others.","state: Maharashtra, district: Gadchiroli, other_locations: Nagpur central prison","district: Gadchiroli, other_locations: Nagpur central prison","state: Maharashtra, district: Nagpur, village: Not mentioned, other_locations: Gadchiroli District Police Headquarters.","state: Maharashtra, district: Gadchiroli","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli, other_locations: Nagpur central prison",
209131501,"Birendra Yadav, a CPI-Maoist cadre, was arrested at Guraidih village under Fullidumar block in Banka District. He is believed to be a close associate of Maoist 'area commander' Mantu Khaira and was involved in several incidents of violence.","state: Bihar, district: Banka, village: Guraidih, other_locations: Fullidumar","state: Bihar, district: Banka, village: Guraidih, other_locations: Fullidumar block","state: Bihar, district: Banka, village: Guraidih, other_locations: Fullidumar block.","state: Bihar, district: Banka, village: Guraidih, other_locations: Fullidumar block","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Banka, village: Guraidih, other_locations: Fullidumar",
809141501,"Five LWEs belonging to JJMP were arrested in Chhaterpur Police Station area of Palamu District. SFs seized two 315 bore country made rifles, three 315 bore country made guns, 25 rounds of cartridges, five pads of JJMP, five uniforms and four pouches from the arrested extremists.","state: Jharkhand, district: Palamu, other_locations: Chhaterpur Police Station","state: Jharkhand, district: Palamu, village: Chhaterpur, other_locations: Police Station area. Reasoning Skill: This question requires the ability to identify and extract relevant information from a given text","state: Jharkhand, district: Palamu, village: (not mentioned), other_locations: Chhaterpur Police Station area.","state: Jharkhand, district: Palamu, village: Chhaterpur","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Palamu, other_locations: Chhaterpur Police Station",
809141502,Latehar SP Anup Birthare claimed that four Maoist cadres have been killed in a SF operation in Latehar District. The Police also claim to have unearthed the hideout of CPI-Maoist 'central committee member' Arvindji.,"state: Jharkhand, district: Latehar","state: Jharkhand, district: Latehar","state: Jharkhand, district: Latehar, village: Not mentioned, other_locations: Not mentioned.","state: Jharkhand, district: Latehar, village: not mentioned, other_locations: not mentioned","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Latehar",
1809151501,Two CPI-Maoist cadres were killed in an encounter with the Police in Vengayapally area of Tadwai mandal in Warangal District. The two dead Maoists were yet to be identified. Other Maoists in the group were reported to have escaped into the forest.,"state: Telangana, district: Warangal, other_locations: Vengayapally area of Tadwai mandal","state: Telangana, district: Warangal, village: Vengayapally, other_locations: forest. Reasoning Skill: This question requires the ability to identify and extract relevant information from a text","state: Andhra Pradesh, district: Warangal, village: Not mentioned, other_locations: Vengayapally","state: Telangana, district: Warangal, village: Vengayapally, other_locations: Tadwai mandal.","state: name>, district: name>, village: name>, other_locations: name>","state: Telangana, district: Warangal",
1209171501,CPI-Maoist cadres set the RFO ablaze at Jinganoor under Sironcha Division of Gadchiroli District along with a department vehicle.,"state: Maharashtra, district: Gadchiroli","state: Maharashtra, district: Gadchiroli, village: Jinganoor, other_locations: Sironcha Division. Explanation: The incident took place in Jinganoor village","state: Maharashtra, district: Gadchiroli, village: Sironcha Division, other_locations: Jinganoor.","state: Maharashtra, district: Gadchiroli, village: Jinganoor, other_locations: Sironcha Division.","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli, village: Jinganoor, other_locations: Sironcha Division",
309151502,"A Maoist Jan Militia 'commander', identified as Madkam Kanna alias Kanna Rao, skilled in assembling and planting IEDs surrendered before senior CRPF and State Police officials, citing disappointment with the ideology of the Maoist movement in Dantewada District. Until recently, he was active in Konta area committee.","state: Chhattisgarh, district: Dantewada, other_locations: Konta area committee","state: Chhattisgarh, district: Dantewada, village: Konta, other_locations: Dantewada District","state: Chhattisgarh, district: Dantewada, village: Not mentioned, other_locations: Konta area committee.","state: Chhattisgarh, district: Dantewada, village: Konta","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Dantewada, other_locations: Konta",
1209151501,"The anti-extortion cell in Mumbai has arrested a dance teacher for helping her alleged Naxalite friend extort money from a city-based businessman. The dance teacher allegedly met the businessman to collect money on behalf of a financier identified as Mohsin, who claimed to be a Naxal leader.","state: Maharashtra, district: Mumbai",other_locations: Mumbai,"state: Maharashtra, district: Mumbai, village: Not mentioned, other_locations: Not mentioned.",other_locations: empty,"state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Mumbai",
309151501,"A former village sarpanch, identified as Somlu Tati, who was abducted by the CPI-Maoist, was found dead in Bijapur District. The body of the former sarpanch of Todka village panchayat was found lying in a pool of blood on a road near his native place Todka under Gangaloor Police Station limits, Bijapur ASP Indira Kalyan Elesela said. Tati was reportedly abducted by Maoists last week from his village, after he was suspected to be a 'Police informer'.","state: Chhattisgarh, district: Bijapur, village: Todka, other_locations: Gangaloor Police Station limits","district: Bijapur, village: Todka, other_locations: Bijapur ASP Indira Kalyan Elesela's office. (Note: The answer is in the exact format requested","state: Chhattisgarh, district: Bijapur, village: Todka, other_locations: Gangaloor Police Station limits.","state: Chhattisgarh, district: Bijapur, village: Todka, other_locations: Gangaloor Police Station limits","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur, village: Todka, other_locations: Gangaloor",
309161501,"A Police team arrested a CPI-Maoist cadre, identified as Ajit Netam alias Sondhar Netam (20) who carries a cash reward of INR 200,000 on his head, from a weekly market falling under limits of Dhanora Police Station in Kondagaon District. According to Police, Netam was an active member of platoon number-17 of the CPI-Maoist under North Bastar Division.","state: Chhattisgarh, district: Kondagaon, other_locations: Dhanora Police Station","state: Chhattisgarh, district: Kondagaon, village: Dhanora, other_locations: North Bastar Division","state: Chhattisgarh, district: Kondagaon, village: Not mentioned, other_locations: Dhanora Police Station","state: Chhattisgarh, district: Kondagaon, village: Dhanora, other_locations: North Bastar Division","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kondagaon, other_locations: Dhanora Police Station",
309171502,"The CPI-Maoist cadres set ablaze two mixture machines deployed for developmental work at Murki village in Dantewada District. A group of armed Maoists stormed into the construction site of a poultry farm being developed by the State Government and set afire two mixture machines, said Dantewada ASP G.L. Baghel. They also dropped some pamphlets and banner at the spot.","state: Chhattisgarh, district: Dantewada, village: Murki",state: Dantewada (Dantewada is a district,"state: Chhattisgarh, district: Dantewada, village: Murki, other_locations: Poultry farm construction site.","state: Chhattisgarh, district: Dantewada, village: Murki","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Dantewada, village: Murki",
309171501,"Acting on a tip off, a joint squad of BSF and District Force arrested a CPI-Maoist cadre, identified as Mangal Ram Mandavi (40), carrying cash reward of INR 1000 on his head at Kotul village under Koyelibeda Police Station limits in Kanker District.","state: Chhattisgarh, district: Kanker, village: Kotul, other_locations: Koyelibeda Police Station","state: Chhattisgarh, district: Kanker, village: Kotul, other_locations: Koyelibeda Police Station","state: Chhattisgarh, district: Kanker, village: Kotul, other_locations: Koyelibeda Police Station.","state: Chhattisgarh, district: Kanker, village: Kotul, other_locations: Koyelibeda Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kanker, village: Kotul, other_locations: Koyelibeda Police Station",
809171503,"A top CPI-Maoist cadre, identified as Maheshi Yadav alias Banarsi alias Raghubansh, wanted in Bihar and Jharkhand especially in the border region, surrendered before Jharkhand DGP D.K. Pandey in Chatra District. Commenting on his surrender Jharkhand Police Spokesperson S.N. Pradhan said ""He was the zonal commander of Kauleshwari zone which is spread across Chatra, Gaya, and Palamu districts on the border. It is considered one of the strongest zones in the two states."" He carried reward of INR 500,000 on his head.","state: Jharkhand, district: Chatra","district: Chatra, village: None, other_locations: Bihar","state: Jharkhand, district: Chatra, village: Not mentioned, other_locations: Gaya","state: Jharkhand, district: Chatra, village: <not mentioned>, other_locations: Kauleshwari zone (Gaya","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Chatra, other_locations: Gaya",
