incident_number,incident_summary,true_label,llama3_8b_raw,llama3_8b_prediction
310250901.0,"Four CISF personnel were killed and two critically injured in a landmine blast triggered by the Maoists in a hilly terrain in the Dantewada District. The Dantewada Police officials said the CISF personnel were travelling in a jeep when the insurgents detonated a landmine killing a sub-inspector, two head constables and a constable on the spot. The CISF personnel were deployed in Dantewada to guard a public sector unit and premier mining company, the National Mineral Development Corporation, from Maoist attacks.",4,"{""fatalities"": 4}  # Corrected answer: {""fatalities"": 4}  # Corrected answer: {""fatalities"": 4}  # Corrected answer: {""fatalities"": 4}  #",4
307250702.0,"One Salwa Judum activist, identified as Potami, was killed by the Maoists at Tungali village under Jangla Police station area of Bijapur District.",1,"{""fatalities"": 1}  # Corrected answer
Explanation: The answer is 1 because the text states that one Salwa Judum activist was killed.  # Corrected explanation
Text: The Maoists had killed",1
805021001.0,"Suspected cadres of the CPI-Maoists shot dead a registered medical practitioner, Subhash Mahto, when he was on his way to Jamshedpur from Bota village in East Singhbhum District.",1,"{""fatalities"": 1}  # Corrected answer
Text: Suspected cadres of the CPI-Maoists shot dead a registered medical practitioner, Subhash Mahto, when he was on his way to Jamshedpur",1
302180801.0,"13 cadres of the CPI-Maoist and six CRPF personnel were killed in two separate encounters in the Bijapur District. In the first encounter, the STF personnel shot dead 10 Maoists inside Adesmetta forest under Gangalur Police station in the District after they came were attacked by the Maoists who used landmines and automatic gunfire. Three CRPF head constables and an equal number of constables were killed in an encounter with the Maoists in Tadkel hill of Mirtur Police station area, Inspector General of Police (Bastar range), Rajinder Kumar Vij, said.",19,"{""fatalities"": 16}  # 10 Maoists + 6 CRPF personnel.  # 3 CRPF head constables + 3 CRPF constables.  # 10 Maoists + 3 CRPF",16
2101291201.0,"Suspected CPI-Maoist cadres killed a worker of the TMC party in Jhargram area in West Midnapore District. The worker was picked up by the Maoists late in the night from his home and was shot dead. Namita Mahato, a local woman, said that the body of the TMC worker was found near the railway tracks.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
1402121401.0,Two landmines planted by CPI-Maoist on a road passing through Muraliguda Forest under Motu Police Station limits in Malkangiri District were unearthed by personnel of BSF.,0,"{""fatalities"": 0}  # No fatalities are mentioned. 0 is the correct answer.  # The answer is 0.  # The answer is 0.  # The answer is 0.  # The",0
311201402.0,"The cadres of the CPI-Maoist killed Bhagat Kunjam (48), a former village sarpanch in Dantewada District of Chhattisgarh. Kunjam's body was found on the outskirts of the village the next day morning. Kunjam, a native of Dhurli village under Bhansi Police Station limits, was abducted from his house and murdered by the Maoists, Dantewada SP Kamlochan Kashyap said.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
311210701.0,"Around 50 cadres and Sangham (a group of hardcore over-ground cadres) members of the CPI-Maoist has beaten to death one school teacher, Girdhari Manjhi, in the weekly market at Bhaisasur village in the Kanker District, accusing him to be a Police informer.",1,"{""fatalities"": 1}  This question does not require a numerical answer. Please rephrase the question to make it numerical. Here is a revised version: How many people were killed in the incident described in the text? Answer with",1
304241304.0,CRPF troopers had a narrow escape as Maoists ambushed a search party in Bijapur Distric,0,"{""fatalities"": 0}  # CRPF troopers had a narrow escape as Maoists ambushed a search party in Bijapur District, but no fatalities are mentioned.  # The Maoists ambushed a search party of CR",0
1210081003.0,"A few hours later, as encounter shifted to the outskirts of the Sawargaon village one of the hand grenades hurled - it couldn't be confirmed which side threw it - landed in a school premises. It killed four people on the spot and left 12 others injured. The victims were identified as class I student Sunil Halami (7), class VI student Manglushai Hidko (11), D.G. Gawande, the cook of the school, and Manglarama Madavi, a villager",6,"{""fatalities"": 4}  # Corrected answer: {""fatalities"": 4}  # Corrected answer: {""fatalities"": 4}  # Corrected answer: {""fatalities"": 4}  #",4
304031401.0,"A 25-kg IED, suspected to have been planted by CPI-Maoist cadres was recovered in Kondagaon District.",0,"{""fatalities"": 0}  # No fatalities are mentioned.  # The IED was recovered before it could explode.  # No casualties are mentioned.  # The IED was planted by CPI-Maoist cadres.",0
112280901.0,"The CPI-Maoist cadres killed two tribal leaders, including the gram sarpanch (village head), in the Komanapalli village of Khammam District.. The dead were identified as sarpanch Kaviti Rajulu and his uncle and former village head Kaviti Subbaiah.",2,"{""fatalities"": 2}  # Corrected answer: {""fatalities"": 2}  # Corrected answer: {""fatalities"": 2}  # Corrected answer: {""fatalities"": 2}  #",2
1202111301.0,"The CRPF narrowly escaped a CPI-Maoist attack on them, near Sirpur village in the jungle of Pendhri, in Gadchiroli District of Maharashtra.",0,"{""fatalities"": 0}  # CRPF narrowly escaped attack, no fatalities mentioned.  # 0 fatalities.  # 0 fatalities.  # 0 fatalities.  # 0 fatalities.  # 0 fatalities",0
104020501.0,"Two senior CPI-Maoist cadres, including a woman, are killed during an encounter with the Police on the outskirts of Achampet in the Mahabubnagar District.",2,"{""fatalities"": 2}  # Corrected answer
Explanation: The question asks for the number of people killed, which is 2. The answer should be in the format {""fatalities"": <integer>}.  # Correct",2
809171601.0,"A 40-year-old tribal Bindeshwar Oraon was beaten up by CPI-Maoist cadres, branding him as 'Police informer' in Hatbal village in Hesag panchayat under Siringdag Police Station area Lohardaga District. The injured tribal succumbed to his injuries at a hospital in the District.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
312121601.0,"A villager was killed and another injured when they were reportedly caught in crossfire between SFs and CPI-Maoist cadres in Bijapur District. The incident took place when a joint team of CRPF's 168th Battalion and District Force was out on an anti-Maoist operation near Timmapur village under the Basaguda Police Station limits, Bijapur, SP, K.L. Dhruv said. During searches, they spotted two men who had reportedly sustained injuries in the cross fire, in the forests. They rushed the injured to Basaguda hospital where one of them was declared brought dead, the SP said.",1,"{""fatalities"": 1}  # Corrected answer
Explanation: The answer is 1 because the text states that ""A villager was killed"" which implies that one person was killed. The text also mentions that another person was",1
104210601.0,Four Naxalites belonging to the CPI-ML Praja Prathighatana group were killed in an encounter with the Police in the Katapur forest area of Warangal District.,4,"{""fatalities"": 4}  # Corrected answer
Text: The police said that the Maoists had set up a camp in the forest and the police had been tracking them for the past two days.
Answer: {""fatalities",4
312200701.0,"Around 12 Policemen were killed following an ambush by the CPI-Maoist cadres in a dense forest near Tarlaguda in the Dantewada District. Police said that 33 Police personnel were escorting six Policemen, who had fallen ill at Kistaram Police station when the Maoists ambushed them in the area. ""The Police party comprised 33 jawans and 21 have returned safely to the Golapalli Police station while the rest of them are missing,"" said the Director General of Police, Vishwaranjan.",12,"{""fatalities"": 12}  # Corrected answer: {""fatalities"": 12}  # Corrected answer: {""fatalities"": 12}  # Corrected answer: {""fatalities"": 12}  #",12
202221401.0,A man was killed by a stray bullet during a five-hour encounter between CPI-Maoist and Police in Gaya District. The fighting erupted after nearly 100 CPI-Maoist cadres attacked a Police Station near Grand Trunk Road in Gaya District.,1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
1407200501.0,A cadre of the CPI-Maoist is shot dead in an encounter with the Police at Janaguda village in the Malkangiri District.,1,"{""fatalities"": 1}  # Corrected answer
Explanation: The answer is 1 because the text states that a cadre of the CPI-Maoist is shot dead, implying that one person was killed. The answer is not",1
1407021501.0,"An exchange of fire took place between SF personnel and the Maoists in the forests of Mara and Atul under the Barkote Police Station limits in Deogarh District. Deogarh SP Sarah Sharma said the exchange of fire took place at around 11 am while joint Forces, consisting of personnel from Deogarh Police, CRPF and DVF, were conducting combing operations in Mara, Atula and Khunta forests in the District.",0,"{""fatalities"": 0}  # I changed this to 0 because there are no fatalities mentioned in the text.  # I changed this to 0 because there are no fatalities mentioned in the text.  # I changed this",0
310101501.0,"Two constables of CRPF sustained injuries in an IED blast in Bijapur District of Chhattisgarh. The blast took place in Murdandha village falling in Awapalli Police Station limits in the morning, said Bijapur's ASP Indira Kalyan Elesela.",0,"{""fatalities"": 0}",0
2111211002.0,"Suspected cadres of the CPI-Maoist shot dead two supporters of the ruling CPI-M, identified as Sushil Mahato and Paresh Rana, in Murakati village in Jhargram sub-division of West Midnapore District.",2,"{""fatalities"": 2}  This question does not require a reference.  The answer is based on the information in the text.  The text states that two people were killed.  The answer is therefore 2.  The",2
804230902.0,"In West Singhbhum District, Maoists attacked a CRPF camp. A gun battle between the militants and Security Force personnel was still on, officials said.",0,"{""fatalities"": 0}  # No fatalities are mentioned.  # The gun battle is still ongoing.  # The number of fatalities is not known.  # The number of fatalities is not mentioned.  # The number of",0
107250501.0,"The Nalgonda District CPI-Maoist 'committee member' and Rachakonda 'area secretary', Golanukonda Chandraiah alias Raju, and two women activists are killed in an encounter with the Police near a hill area near Tumbai thanda in Narayanapur.",3,"{""fatalities"": 3}  # Corrected answer: {""fatalities"": 3}  # Corrected answer: {""fatalities"": 3}  # Corrected answer: {""fatalities"": 3}  #",3
106160601.0,"A member of State and Central Committees of the CPI-Maoist leader, Mattam Ravikumar alias Sridhar alias Anil, was killed in an encounter with the Police in the interior Nallamala forest area.",1,"{""fatalities"": 1}  # Corrected answer
Explanation: The answer is 1 because the text states that a member of the CPI-Maoist leader was killed in an encounter with the police. The word ""killed",1
2112030801.0,"The Midnapore West District Police released four activists of the People's Committee against Police Atrocities, arrested earlier for digging up the State Highway 9 at Kalaboni in Jhargram in exchange for two top West Midnapore District officials who were taken hostage by the Committee after its activists were arrested. The day before, a Police party assaulted the activists of the Committee who were digging up the highway and were dumping tree trunks in the area.",0,"{""fatalities"": 0}",0
203280801.0,"Two security force personnel were injured and 18 CPI-Maoist cadres, including six women, were arrested following an encounter at Saraunja village under Birpur Police station area in the Begusarai District.",0,"{""fatalities"": 0}",0
307271601.0,"A CPI-Maoist cadre was killed in a fierce encounter with SF personnel in Sukma District on the eve of ""Martyr's week"". ""The skirmish took place in forests under Polampalli Police Station limits (in south Bastar) between a joint team of security forces and ultras,"" SP Indira Kalyan Elesela said.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
303121601.0,"Two BSF troopers, identified as Vijay Kumar and Rakesh, were killed and four others were critically wounded in an encounter with CPI-Maoist cadres in Becha forests of Kanker District. A special operation was launched from Chotibetia BSF camp at 1.45 pm on March 11 by the parties of 170, 122 and 165 battalions of the BSF. The BSF parties had an exchange of fire with the Maoists at around 2.25 am on March 12 near Becha village.",2,"{""fatalities"": 2}  # Corrected answer
Explanation: The question asks for the number of people killed. The text states that two BSF troopers were killed. Therefore, the answer is 2.  # Correct",2
1208201101.0,"One havildar of State Police and two troopers of the CoBRA were killed when cadres of the CPI-Maoist fired at a patrolling party in Makadchuha village in Gadchiroli District. One woman Maoist dalam commander of the Chatgaon dalam identified as Raneeta alias Ramko Hichami (35) was also killed in retaliatory firing. While Havildar Pardeshi Sukudi Devangaon died in the firing, CoBRA troopers, Chandrashekhar Suresh Kore (28) and Yasin Mohammad, succumbed to their injuries. Another trooper Chandan Nath Shirish Kumar and Police sub-inspector Vitthal Pawar were also injured.",4,"{""fatalities"": 5}  # 4 State Police and 1 Maoist dalam commander were killed.  # 2 State Police were injured.  # 1 Maoist dalam commander was killed in retaliatory firing.",5
212110501.0,"CPI-Maoist cadres raid Betauna village under the Patahi Police station in East Champaran District and kill the village headman of Betauna, Jitendra Singh.",1,"{""fatalities"": 1}  # Jitendra Singh was killed.  # 1 fatality.  # 1 CPI-Maoist cadre was killed in the raid.  # 1 CPI-Maoist cadre was",1
2108300902.0,"A group of 10 armed Maoists shot dead Sukdeb Mahato (40) of Manihada village in the Lalgarh area of West Midnapore District on the suspicion of being a Police informer. The Maoists dragged him out of his home and took him to the forest near by to ""try"" him in a Kangaroo court ('people's court') there, Police said.",1,"{""fatalities"": 1}  Please note that the number of fatalities is 1, not 40. The number 40 is the age of the victim.  The number of fatalities is 1.  The number of fatalities",1
312110901.0,"Seven CPI-Maoist cadres were killed in an exchange of fire with the Police in the Dantewada District, the Police said on December 11. The operation led by the District Police force took place in the Aranpur forests of Jangargunda area on December 11, Inspector General (Bastar range) R. K. Vij said. Weapons, including .303 rifles, grenades and IEDs were recovered from the possession of the slain Maoists, he added.",7,"{""fatalities"": 7}  # Corrected answer: {""fatalities"": 7}  # Corrected answer: {""fatalities"": 7}  # Corrected answer: {""fatalities"": 7}  #",7
305041501.0,"Two brothers, identified as Kunja Brahmaiah and Kunja Seetaramaiah, native of Burakanakota village falling in limits of Chituru Police Station [East Godavari District] of Andhra Pradesh, were brutally hacked to death by CPI-Maoist cadres in Sukma District. “Branding the duo as police informers, rebels brutally killed them in a Jan Adalat held at Durma village under Konta police limits,” ASP Sukma, Santosh Singh said. Preliminary investigation revealed that both were kidnapped on May 1 from their village which is near Chhattisgarh-Andhra Pradesh border. Prima-facie it seems that the victims may have subjected to severe torture before they were killed, the ASP added.",2,"{""fatalities"": 2}  This question does not require a citation.  Please see the [FAQ](https://www.zimwiki.com/wiki/FAQ) for more information.  This question does not require a citation.",2
1410290802.0,"Suspected Maoists threatened two traders from Andhra Pradesh, engaged in cotton and tobacco business and who have been residing in Suludi-Katiki village under Ramanaguda block of Rayagada District. According to the report, a group of persons in black uniform dragged two traders, identified as D.Surya Rao and C.Laxmi, from their houses and threatened them to leave for their native place. On the charge of exploiting innocent tribals, the extremists in 2001 had ransacked their godowns and warned them to refrain from such activities.",0,"{""fatalities"": 0}",0
2111260902.0,"Suspected Maoists shot at former zilla parishad (District council) member and Jharkhand Jana Mukti Morcha leader Ashutosh Mahato near Machhkandna in the Belpahari area of West Medinapore District in the morning. Mahato was travelling to Belpahari on a bicycle when four insurgents suddenly emerged from a forest and shot at him. Superintendent of Police Manoj Verma said, ""According to primary investigation, Mahato was shot at by Maoists.""",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
811211401.0,"Suspected CPI-Maoist cadres fired at SFs when they were on a LRP near Sitasal village around Shikaripada of Dumka District of Jharkhand. Dumka SP Anoop T Mathew, who visited Shikaripada soon after being informed about the encounter, said around 200 rounds of firing were exchanged in the dense forest.",0,"{""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  #",0
102111301.0,"LWEs belonging to CPI-ML-Janashakti has again regrouped and returned by striking terror and killing a former Sarpanch, at Marupaka village of Vemulawada mandal in Andhra Pradesh.",1,"{""fatalities"": 1}  # Corrected answer
Explanation: The text mentions that a former Sarpanch was killed, which implies that there was at least one fatality. The answer should reflect this.  # Corrected",1
210120901.0,"The Maoists exploded the telecom tower at Salaiya village in Aurangabad District. The Maoists also dug up a 15-metre stretch of a road at Chanda village, disrupting traffic between Deo and Dhibra. They left behind pamphlets, claiming responsibility for the incidents, official sources said.",0,"{""fatalities"": 0}  # The text does not mention any fatalities.  # The text does not mention any fatalities.  # The text does not mention any fatalities.  # The text does not mention any fatalities.",0
812020902.0,"The Security Forces (SFs) recovered a landmine planted beneath a culvert at Zarzari village under Bishnugarh Police Station of Hazaribgah District. Briefing the media, Deputy Commissioner-cum District Returning Officer Vinay Kumar Choubey said that the SFs recovered the landmine weighing 50 kilograms while patrolling the Bishnugarh-Gomia road. The officer said that the SF personnel, who were patrolling the area on foot, heard the sound of an explosion and saw smoke billowing out of the culvert. Subsequently, they conducted a thorough search of the culvert and found the landmine lying underneath it. A bomb squad, which accompanied the SFs, immediately deactivated the landmine, he added.",0,"{""fatalities"": 0}  # The number of people killed is 0.  The landmine was deactivated before it could explode.  The people were not killed.  The landmine was deactivated before it could explode.",0
802031001.0,A CRPF trooper was killed and two others were injured after CPI-Maoist extremists detonated a powerful landmine in the Saraikela-Kharsawan District.,1,"{""fatalities"": 1}  # Corrected answer
Explanation: The question asks for the number of people killed. The text states that one CRPF trooper was killed, so the answer is 1. The two injured are",1
201051001.0,Police arrested two CPI-Maoist cadres after an encounter in the Kachwar village of Rohtas District.,0,"{""fatalities"": 0} 

Text: The police said that the Maoists had fired at the police party, but the police had not fired a single bullet. 
Answer: {""fatalities"": 0} 

Text: The",0
210031401.0,"Around 30 unidentified CPI-Maoist cadres raided Urain village and killed Arjun Mandal, a Police guard working at Kajra Police Station in Lakhisarai District of Bihar. Mandal was deputed on duty for Durga puja in Urain village.",1,"{""fatalities"": 1}  This question does not require a numerical answer. Please rephrase the question to make it numerical. Here is a revised version: How many people were killed in the incident? Answer with only a number.",1
107290701.0,"Cadres of the CPI-Maoist blew up the cabin of a railway signal system at Kuneru railway station in the Vijayanagaram District and damaged railway property worth INR 3,000,000. The Maoists also set ablaze the records of the railway station. They left a note pasted on the wall of the railway station demanding their leader Dharma alias Bhupati, who was arrested on July 23, to be presented before a court immediately.",0,"{""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  #",0
803080501.0,CPI-Maoist cadres kill Ashok Singh of Katkamsandi village in Hazaribagh District as 'punishment'.,1,"{""fatalities"": 1}  # Corrected answer
Text: CPI-Maoist cadres kill Ashok Singh of Katkamsandi village in Hazaribagh District as 'punishment'.
Answer: {""fatalities"":",1
809300902.0,"According to information, the Naxalites first shot dead Amar Singh in the night of September 30",1,"{""fatalities"": 1}  # Corrected to 1 from 0 as Amar Singh was killed.  # Amar Singh was killed.  # Amar Singh was killed.  # Amar Singh was killed.  # Amar Singh",1
1210010701.0,"A tribal youth, identified as Bandu Mainu Narote, was killed by some armed Naxalites at Battewada village in the Gadchiroli District. According to an unnamed Police official, the youth was killed for seeking a job in the Police force.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
302131602.0,"Three Maoists were killed in an encounter with SF personnel at Sendra village in Bijapur District. ""Three dead bodies of the Maoists were recovered after an encounter at Sendra village in Bijapur District on Maharashtra- Chhattisgarh border today. The number of Maoists killed is likely to increase. Our parties are still inside the operational area and more encounters are expected,"" Bastar range IGP S.R.P. Kalluri said in a statement. Five weapons, including one 303 rifle, were recovered from the spot of the encounter.",3,"{""fatalities"": 3}  # Corrected answer: {""fatalities"": 3}  # Corrected answer: {""fatalities"": 3}  # Corrected answer: {""fatalities"": 3}  #",3
810281002.0,"The cadres of the CPI-Maoist raided the coal warehouse of the State-owned Central Coalfield Ltd (CCL), assaulted a staff member, and set ablaze two vehicles in Dakra in Ranchi District.",0,"{""fatalities"": 0}",0
303160601.0,Suspected cadres of the CPI-Maoist killed two tribals in the Bijapur area of Dantewada District.,2,"{""fatalities"": 2}  # Corrected answer
Text: Suspected cadres of the CPI-Maoist killed two tribals in the Bijapur area of Dantewada District.
Answer: {""fatalities"":",2
205050601.0,"In a joint operation, the Special Task Force, the Bihar Military Police and Jamui Police shot dead five CPI-Maoist cadres in the Lenin Nagar under Sikandara Police station of Jamui District.",5,"{""fatalities"": 5}  # Corrected answer
Text: In a joint operation, the Special Task Force, the Bihar Military Police and Jamui Police shot dead five CPI-Maoist cadres in the Lenin Nagar under Sik",5
302080701.0,"Six security force personnel and a civilian were killed in a powerful landmine explosion at Bhairamgarh in Bijapur. The SF personnel were trying to defuse explosives earlier recovered in the area, suspected to have been planted by the CPI-Maoist cadres.",7,"{""fatalities"": 7}  # 6 SF personnel + 1 civilian.  # 7 is the correct answer because the question asks for the number of people killed, not the number of people involved in the incident.",7
202131001.0,Three cadres of the CPI-Maoist and a Police officer were killed in an encounter at Manjhiawan village under the Konch Police station of Gaya District.,4,"{""fatalities"": 4}  # 3 CPI-Maoist cadres + 1 police officer.  # 1 is the number of police officers killed.  # 4 is the total number of people killed.",4
2107211001.0,"Some suspected cadres of the CPI-Maoist triggered a landmine blast in a culvert on Lodhasuli-Jhargram road in Jhargram sub-division of West Midnapore District, cutting off traffic to the main town. No one was injured in the incident. The sub-divisional town of Jhargram remained cut off on all three sides.",0,"{""fatalities"": 0}",0
304120905.0,"Five SF personnel were injured when the CPI-Maoist cadres triggered a landmine blast targeting the bus on which the SF personnel were traveling on a poll duty near Bhusa Ghati under Gadiras Police Station in Dantewada District. The Maoists fled from the spot when the SFs opened retaliatory fire, said Deputy Inspector General (Naxal) Pawan Dev.",0,"{""fatalities"": 0}  # 0 fatalities are mentioned in the text. 5 people were injured.  # 0 fatalities are mentioned in the text. 5 people were injured.  # 0 fatalities are mentioned",0
810150601.0,CPI-Maoist cadres triggered an explosion on a railway track at Chegdo in the Giridih District damaging four metre-long track.,0,"{""fatalities"": 0}  # No fatalities are mentioned.  # The explosion damaged the track, but there is no mention of any human casualties.  # The text only mentions the damage to the track.  # Therefore,",0
306220602.0,"Elsewhere in the District, another tribal was shot dead by the Maoists at Gangloor.",1,"{""fatalities"": 1}  # Corrected to 1 from 0 as the text explicitly mentions one person was killed.  # Corrected to 1 from 0 as the text explicitly mentions one person was killed.",1
808060801.0,"Suspected CPI-Maoist cadres blew up the block office building at Dandai in Garwah District. Police sources said that a group of Maoists assembled near the vacated building and blasted it with explosives. The extent of the damage to the building however, is not yet known due to the remote location of the office.",0,"{""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  #",0
811260902.0,"Police recovered a landmine weighing 20 kilograms from a Maoist-hit region near the Tetair-More at Lapu village under the Bishunpur Police Station of Gumla District. The landmine was later deactivated. The Police recovered the landmine during a long-range patrol in a particular area where the Maoists had triggered a landmine blast a few days ago, Gumla SP N. K. Singh said. The landmine was recovered from a place located about 18-19 kilometres away from the Bishunpur Police Station on the Jori-Jamti road, the SP added.",0,"{""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  # Corrected answer: {""fatalities"": 0}  #",0
2103180901.0,"Suspected cadres of the CPI-Maoist shot dead two local leaders of the ruling Communist Party of India-Marxist (CPI-M) at Bhulabheda market in West Midnapore District. The victims were identified as Banspahari local committee member Durgapada Deshwali and Santosh Mahto. The District Superintendent of Police, Manoj Verma, said, ""They died on the spot. Durgapada''s brother, Palaram, suffered bullet injuries in his right leg after five Maoists shot them as they got down a bus and entered a tea stall.""",2,"{""fatalities"": 2}  # Corrected answer: {""fatalities"": 2}  # Corrected answer: {""fatalities"": 2}  # Corrected answer: {""fatalities"": 2}  #",2
2112220901.0,"Three CPI-Marxist party workers were found dead in the Junglemahal area of West Midnapore District on December 23. Habul Patra, a cable operator and CPI-Marxist worker, was dragged out of his home at Bamal village in Lalgarh by the Communist Party of India-Maoist (CPI-Maoist) in the night of December 22. His dead body was found near his residence. Separately, a CPI-Marxist zonal committee member of Gopiballabhpur in Lalgarh was allegedly killed by Maoists in the night of December 23. Prabir Dandaput, 48, was returning to his home when Maoists fired at him. In addition, the bullet-ridden dead body of Sadhan Mahato, another CPI-Marxist member, was found at Damakata village in Salboni earlier in the day. While he was returning from a local tea stall, he was surrounded by a group of 10-12 armed extremists. As Mahato tried to flee, the Maoists shot fire at him. The incident took place very close to Pirakata Police camp. Mahato was forced to leave his home several months ago fearing Maoist onslaught and had returned Salboni on December 22.The Maoists had put up posters near the bodies stating that they were punished for being Police informer. ""The incident is supposed to be the handiwork of the Maoists,"" said West Midnapore Superintendent of Police Manoj Verma.",3,"{""fatalities"": 4}  # 4 people were killed. 3 CPI-Marxist party workers were found dead, and one more was killed by Maoists.  # 4 people were killed. 3 CPI-Mar",4
1202010901.0,"15 Police personnel, including a Sub-Inspector, were killed by the CPI-Maoist cadres when a patrolling party visited the forest area of Morke village in the Gadchichiroli District. The report adds that ""seven to eight"" Maoists were also subsequently killed during the encounter with the Police that followed the ambush. However, the Police have not recovered the bodies of slain Maoists. The Additional DGP (Anti-Naxal Operations) Pankaj Gupta said, ""The encounter began at IST 10.50 am. It lasted for more than one and half hours. Fifteen of our people, including a sub-inspector, were killed in the encounter. I cannot say for sure as to how many Maoists were killed in the encounter. But, my guess is that seven to eight Maoists were killed in the encounter. We have not been able to lay hands on the bodies of the Maoists. Normally in this kind of situation, what Maoists do is that they drag away the bodies once their men are killed in the encounters."" The Maharashtra Home Minister Jayant Patil said the attack was pre-planned. ""There is strong possibility of Naxals moving out to neighbouring States. We sent reinforcement after learning about the attack. We had summoned a helicopter from Chhattisgarh as well."" The Maharashtra Minister of State for Home Nitin Raut said, ''''Not satisfied with killing the cops, the Maoists also placed explosives on the bodies of dead cops. They also took away the weapons.",23,"{""fatalities"": 15}  # 15 people were killed. 15 police personnel were killed. 15 police personnel were killed in the encounter. 15 police personnel were killed in the encounter. 15 police personnel were killed",15
209251601.0,"One Anil Sharma, son of Damodar Sharma of village Dhamna under Jhajha Police Station in Munger District, was shot dead by suspected CPI-Maoist cadres. His body, with both hands tied with a red towel, was found near a culvert. ""Police found two empty cartridges near his body,"" said a source. Jhajha, SHO, Niraj Kumar Thakur said, some pamphlets written by the suspected Maoists were also found near the body. The killers alleged that the deceased was collecting levy in the name of Maoists and he was 'sentenced to death' for defaming the organization. ""There were injury marks on his head and leg,"" he said. Sources said Anil was spying for police against the Maoists. ""The Maoists suspected him of spying on them and killed him. To confuse the police, they wrote pamphlets accusing him of collecting levy in their name,"" a Police source said.\",1,"{""fatalities"": 1}  # Corrected answer
```python
import json

def process_text(text):
    # Split the text into sentences
    sentences = text.split('. ')

    # Initialize a counter for fatalities",1
111280601.0,"A CPI-Maoist cadre was killed in an encounter with the Police in the Battenapalli forest area of Khammam District, bordering the State of Chhattisgarh. Police recovered a 303-rifle, one SBBL gun and 20 rounds of ammunition, besides one camera flash from the incident site.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
812180903.0,"A trooper of the of Bihar Military Police (BMP) was killed and two others sustained injuries in a gunfight with CPI-Maoist near Kanda Ghati in the Bisrampur Police Station area of Palamu District, the Police said on December 19. The Superintendent of Police, Jatin Narwal, said that a BMP trooper, Pultas Sharma, was killed in the encounter that lasted for about four hours in the night of December 18. The encounter ensued after Maoists attacked a cluster centre at Nawa, the Police said.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
203221001.0,Suspected cadres of the CPI-Maoist triggered an explosion on the railway tracks between Kasta and Paraiya stations in Gaya District,0,"{""fatalities"": 0}",0
111140701.0,"Police recovered two powerful landmines, each weighing about 20-kg, from a stretch of road from Kolluru to Chityala in the Bellamkonda mandal of Guntur District. They were recovered on the basis of information reveled by the recently arrested Maoists. ""We have information that the landmines are planted by militants belonging to Krishnapatti dalam and were planted targeting either the public representatives or the Police parties traveling on the road enroute Chityala,"" said an unnamed senior Police official.",0,"{""fatalities"": 0}  # The article does not mention any fatalities.  # The article does not mention any fatalities.  # The article does not mention any fatalities.  # The article does not mention any fatalities.",0
108310501.0,"Two cadres of the CPI-Maoist, including the Prakasam 'District committee member' Mohan alias Sunkanna, are killed in an encounter with the Police at Vinukonda in the Guntur District.",2,"{""fatalities"": 2}  # Corrected answer
Text: The police have arrested 10 Maoists, including a woman, in an encounter in the Guntur district.
Answer: {""fatalities"": 0}",2
1409071301.0,"A CPI-Maoist cadre was killed in a joint operation conducted by Bargarh District Police, CRPF and SOG in Bargarh District.",1,"{""fatalities"": 1}  # Corrected answer
Text: A CPI-Maoist cadre was killed in a joint operation conducted by Bargarh District Police, CRPF and SOG in Bargarh District.
Answer:",1
